"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"07.11.2023","33.047,00","33.105,00","33.167,00","32.878,00","1,35K","-0,08%"
"06.11.2023","33.075,00","32.578,00","33.189,00","32.428,00","1,28K","1,75%"
"03.11.2023","32.505,00","32.816,00","32.916,00","32.127,00","3,06K","-0,90%"
"02.11.2023","32.801,00","33.016,00","33.337,00","32.800,00","2,48K","-0,70%"
"01.11.2023","33.031,00","33.298,00","33.701,00","32.940,00","1,73K","-1,90%"
"31.10.2023","33.670,00","33.858,00","34.050,00","33.141,00","2,29K","-0,57%"
"30.10.2023","33.862,00","33.290,00","34.384,00","33.222,00","2,35K","1,52%"
"27.10.2023","33.354,00","33.542,00","33.691,00","32.750,00","2,85K","-0,53%"
"26.10.2023","33.533,00","34.351,00","34.551,00","33.503,00","3,05K","-2,61%"
"25.10.2023","34.431,00","33.871,00","35.037,00","33.333,00","7,31K","1,58%"
"24.10.2023","33.897,00","33.355,00","34.040,00","32.808,00","5,05K","1,67%"
"23.10.2023","33.340,00","33.517,00","33.651,00","33.117,00","1,86K","-0,29%"
"20.10.2023","33.438,00","33.787,00","33.889,00","33.069,00","3,20K","-0,67%"
"19.10.2023","33.664,00","33.995,00","34.071,00","33.640,00","1,17K","-1,04%"
"18.10.2023","34.017,00","33.971,00","34.120,00","33.591,00","1,90K","-0,09%"
"17.10.2023","34.047,00","33.767,00","34.095,00","33.611,00","1,85K","1,04%"
"16.10.2023","33.697,00","33.533,00","33.765,00","33.232,00","2,60K","0,05%"
"13.10.2023","33.679,00","33.279,00","33.780,00","33.190,00","3,09K","1,29%"
"12.10.2023","33.249,00","34.152,00","34.200,00","32.611,00","8,12K","-2,19%"
"11.10.2023","33.995,00","34.392,00","34.464,00","33.835,00","3,86K","-1,09%"
"10.10.2023","34.371,00","34.534,00","34.699,00","34.225,00","3,09K","-0,23%"
"09.10.2023","34.450,00","34.734,00","35.585,00","34.427,00","6,47K","-0,69%"
"06.10.2023","34.690,00","34.834,00","35.087,00","34.366,00","3,58K","-0,44%"
"05.10.2023","34.842,00","34.709,00","35.093,00","33.800,00","6,20K","0,39%"
"04.10.2023","34.707,00","34.550,00","35.285,00","34.301,00","7,89K","0,61%"
"03.10.2023","34.496,00","33.614,00","34.724,00","33.214,00","8,00K","2,52%"
"02.10.2023","33.648,00","32.376,00","34.507,00","32.376,00","14,67K","3,60%"
"29.09.2023","32.478,00","30.925,00","32.493,00","30.764,00","5,06K","5,21%"
"28.09.2023","30.869,00","30.038,00","30.899,00","30.008,00","1,77K","2,36%"
"27.09.2023","30.156,00","29.883,00","30.300,00","29.738,00","1,56K","1,35%"
"26.09.2023","29.754,00","30.089,00","30.116,00","29.559,00","1,76K","-1,32%"
"25.09.2023","30.152,00","29.842,00","30.300,00","29.468,00","1,96K","0,78%"
"22.09.2023","29.918,00","29.882,00","29.983,00","29.356,00","2,26K","4,13%"
"21.09.2023","28.731,00","29.084,00","29.401,00","28.700,00","1,23K","-1,67%"
"20.09.2023","29.220,00","29.635,00","29.721,00","28.625,00","3,02K","-1,34%"
"19.09.2023","29.616,00","30.426,00","30.470,00","29.354,00","3,45K","-2,73%"
"18.09.2023","30.448,00","30.650,00","30.924,00","30.300,00","1,14K","-0,41%"
"15.09.2023","30.574,00","30.498,00","30.841,00","30.128,00","1,59K","0,95%"
"14.09.2023","30.286,00","30.582,00","30.582,00","29.805,00","2,79K","-1,26%"
"13.09.2023","30.674,00","30.665,00","30.987,00","30.515,00","1,07K","0,45%"
"12.09.2023","30.538,00","30.521,00","30.699,00","30.015,00","2,71K","0,53%"
"11.09.2023","30.376,00","30.730,00","30.840,00","30.331,00","2,20K","-1,23%"
"08.09.2023","30.753,00","31.374,00","31.610,00","30.701,00","2,85K","-2,32%"
"07.09.2023","31.485,00","32.364,00","32.830,00","31.371,00","4,51K","-3,18%"
"06.09.2023","32.520,00","32.417,00","32.603,00","31.851,00","1,68K","-0,08%"
"05.09.2023","32.546,00","32.184,00","32.985,00","32.061,00","6,04K","1,39%"
"04.09.2023","32.101,00","31.586,00","32.155,00","31.586,00","1,68K","1,55%"
"01.09.2023","31.612,00","31.715,00","31.715,00","31.398,00","0,77K","-0,01%"
"31.08.2023","31.614,00","31.564,00","31.898,00","31.549,00","0,89K","0,14%"
"30.08.2023","31.571,00","31.622,00","31.904,00","31.381,00","1,91K","-0,27%"
"29.08.2023","31.658,00","31.157,00","31.800,00","31.110,00","1,91K","1,73%"
"28.08.2023","31.120,00","30.872,00","31.210,00","30.808,00","1,14K","1,00%"
"25.08.2023","30.812,00","30.820,00","31.014,00","30.601,00","0,73K","0,03%"
"24.08.2023","30.803,00","30.890,00","30.890,00","30.350,00","1,89K","-0,13%"
"23.08.2023","30.842,00","31.056,00","31.423,00","30.533,00","3,17K","-0,71%"
"22.08.2023","31.062,00","30.827,00","31.200,00","30.676,00","1,85K","0,57%"
"21.08.2023","30.885,00","30.690,00","31.211,00","30.600,00","2,98K","1,03%"
"18.08.2023","30.571,00","30.431,00","30.791,00","30.350,00","1,56K","0,00%"
"17.08.2023","30.570,00","30.574,00","31.000,00","30.200,00","2,30K","-0,18%"
"16.08.2023","30.626,00","31.909,00","32.076,00","30.300,00","3,56K","-4,36%"
"15.08.2023","32.021,00","31.572,00","32.594,00","30.900,00","6,20K","1,18%"
"14.08.2023","31.649,00","32.395,00","33.473,00","31.518,00","6,74K","-2,85%"
"11.08.2023","32.579,00","31.671,00","32.715,00","31.464,00","2,78K","3,12%"
"10.08.2023","31.594,00","30.963,00","31.892,00","30.913,00","2,52K","2,49%"
"09.08.2023","30.825,00","30.948,00","31.344,00","30.640,00","2,04K","-0,76%"
"08.08.2023","31.061,00","31.081,00","31.137,00","29.930,00","3,70K","-0,69%"
"07.08.2023","31.276,00","31.398,00","32.183,00","31.050,00","4,35K","-0,61%"
"04.08.2023","31.469,00","32.064,00","33.285,00","30.975,00","7,65K","-1,63%"
"03.08.2023","31.989,00","31.829,00","32.230,00","31.559,00","2,56K","0,09%"
"02.08.2023","31.961,00","31.781,00","32.438,00","31.451,00","5,26K","0,16%"
"01.08.2023","31.909,00","30.079,00","32.246,00","29.944,00","5,33K","6,69%"
"31.07.2023","29.909,00","29.907,00","30.169,00","29.715,00","1,79K","-0,11%"
"28.07.2023","29.942,00","29.770,00","30.000,00","29.596,00","1,29K","0,46%"
"27.07.2023","29.805,00","29.605,00","29.929,00","29.503,00","1,77K","0,62%"
"26.07.2023","29.621,00","29.655,00","29.700,00","29.301,00","1,50K","0,03%"
"25.07.2023","29.612,00","29.235,00","29.699,00","29.049,00","1,54K","1,27%"
"24.07.2023","29.241,00","29.335,00","29.585,00","29.079,00","1,40K","-0,14%"
"21.07.2023","29.281,00","29.000,00","29.338,00","28.081,00","2,90K","0,61%"
"20.07.2023","29.104,00","29.670,00","29.739,00","29.051,00","2,05K","-2,06%"
"19.07.2023","29.716,00","29.288,00","29.850,00","29.288,00","2,08K","1,40%"
"18.07.2023","29.307,00","28.734,00","29.496,00","28.670,00","3,49K","2,08%"
"17.07.2023","28.710,00","28.808,00","28.941,00","28.415,00","2,58K","0,03%"
"14.07.2023","28.700,00","28.515,00","28.849,00","28.320,00","1,55K","0,12%"
"13.07.2023","28.665,00","28.768,00","29.309,00","28.404,00","3,84K","-0,19%"
"12.07.2023","28.721,00","28.022,00","28.764,00","27.988,00","2,27K","2,56%"
"11.07.2023","28.003,00","28.142,00","28.269,00","27.942,00","1,66K","-0,44%"
"10.07.2023","28.127,00","27.956,00","28.554,00","27.921,00","2,51K","0,62%"
"07.07.2023","27.954,00","27.756,00","27.998,00","27.756,00","0,84K","0,96%"
"06.07.2023","27.687,00","27.917,00","28.428,00","27.616,00","3,69K","-0,66%"
"05.07.2023","27.871,00","27.852,00","28.099,00","27.588,00","1,32K","0,10%"
"04.07.2023","27.843,00","27.608,00","28.196,00","27.290,00","4,39K","0,33%"
"03.07.2023","27.751,00","28.241,00","28.241,00","27.581,00","1,78K","-1,62%"
"30.06.2023","28.208,00","28.225,00","28.681,00","28.060,00","2,83K","-0,02%"
"29.06.2023","28.215,00","27.756,00","28.452,00","27.520,00","3,28K","1,86%"
"28.06.2023","27.701,00","26.855,00","28.030,00","26.805,00","4,21K","2,87%"
"27.06.2023","26.927,00","26.322,00","27.298,00","25.736,00","5,09K","1,99%"
"26.06.2023","26.401,00","26.749,00","26.784,00","25.500,00","6,04K","-1,43%"
"23.06.2023","26.785,00","27.099,00","27.171,00","26.420,00","1,98K","-1,42%"
"22.06.2023","27.170,00","27.137,00","27.233,00","26.861,00","1,21K","0,20%"
"21.06.2023","27.117,00","27.109,00","27.222,00","27.004,00","0,95K","-0,17%"
"20.06.2023","27.163,00","27.041,00","27.361,00","26.930,00","2,32K","0,73%"
"19.06.2023","26.965,00","26.494,00","27.244,00","26.247,00","1,83K","1,90%"
"16.06.2023","26.463,00","26.501,00","26.629,00","26.264,00","2,90K","-0,74%"
"15.06.2023","26.659,00","25.814,00","26.863,00","25.710,00","1,44K","2,77%"
"14.06.2023","25.940,00","25.750,00","26.321,00","25.750,00","2,94K","1,03%"
"13.06.2023","25.676,00","25.498,00","25.750,00","25.498,00","0,82K","0,69%"
"09.06.2023","25.499,00","25.405,00","26.270,00","25.405,00","4,23K","0,56%"
"08.06.2023","25.358,00","25.026,00","25.506,00","25.000,00","1,09K","1,20%"
"07.06.2023","25.058,00","25.105,00","25.322,00","25.018,00","0,69K","-0,44%"
"06.06.2023","25.170,00","24.850,00","25.280,00","24.747,00","1,64K","0,89%"
"05.06.2023","24.948,00","25.294,00","25.430,00","24.793,00","1,97K","-0,99%"
"02.06.2023","25.197,00","24.812,00","25.320,00","24.727,00","1,49K","1,83%"
"01.06.2023","24.745,00","24.487,00","24.882,00","24.369,00","2,08K","1,15%"
"31.05.2023","24.464,00","24.277,00","24.615,00","24.165,00","1,33K","0,80%"
"30.05.2023","24.270,00","24.869,00","24.930,00","24.154,00","2,13K","-2,38%"
"29.05.2023","24.862,00","24.499,00","24.870,00","24.403,00","1,41K","1,64%"
"26.05.2023","24.460,00","24.320,00","24.600,00","24.197,00","1,61K","0,94%"
"25.05.2023","24.233,00","24.371,00","24.485,00","24.137,00","1,01K","-0,53%"
"24.05.2023","24.363,00","24.469,00","24.570,00","24.290,00","1,26K","-0,36%"
"23.05.2023","24.451,00","24.205,00","24.500,00","23.990,00","1,42K","1,18%"
"22.05.2023","24.165,00","24.356,00","24.626,00","24.082,00","0,97K","-0,57%"
"19.05.2023","24.303,00","24.370,00","24.770,00","24.202,00","2,57K","-0,08%"
"18.05.2023","24.323,00","25.032,00","25.800,00","23.820,00","10,01K","-2,98%"
"17.05.2023","25.070,00","25.217,00","25.306,00","24.820,00","1,68K","-0,38%"
"16.05.2023","25.166,00","25.248,00","25.567,00","24.904,00","2,30K","-0,47%"
"15.05.2023","25.286,00","24.014,00","25.298,00","23.948,00","2,57K","5,18%"
"12.05.2023","24.040,00","24.431,00","24.540,00","23.589,00","2,07K","-1,51%"
"11.05.2023","24.408,00","23.963,00","24.499,00","23.913,00","1,76K","2,25%"
"10.05.2023","23.872,00","23.425,00","23.990,00","23.341,00","1,46K","1,82%"
"08.05.2023","23.445,00","23.601,00","23.637,00","23.324,00","0,61K","-0,56%"
"05.05.2023","23.578,00","23.543,00","23.894,00","23.483,00","0,92K","-0,19%"
"04.05.2023","23.622,00","23.800,00","23.986,00","23.565,00","2,36K","-1,49%"
"03.05.2023","23.980,00","24.694,00","24.830,00","23.801,00","3,50K","-3,39%"
"02.05.2023","24.821,00","25.423,00","25.455,00","24.580,00","1,29K","-2,31%"
"28.04.2023","25.409,00","25.699,00","25.891,00","25.160,00","1,18K","-1,09%"
"27.04.2023","25.689,00","25.410,00","25.779,00","25.199,00","1,94K","1,27%"
"26.04.2023","25.368,00","25.873,00","25.883,00","25.219,00","1,18K","-1,90%"
"25.04.2023","25.859,00","25.986,00","26.273,00","25.655,00","2,44K","-0,20%"
"24.04.2023","25.912,00","26.295,00","26.690,00","25.750,00","3,25K","-1,19%"
"21.04.2023","26.223,00","25.400,00","26.356,00","25.343,00","4,08K","3,56%"
"20.04.2023","25.322,00","25.256,00","25.570,00","24.750,00","6,17K","0,56%"
"19.04.2023","25.182,00","25.452,00","25.500,00","25.032,00","1,12K","-0,84%"
"18.04.2023","25.395,00","25.420,00","25.700,00","25.243,00","1,34K","-0,04%"
"17.04.2023","25.406,00","24.982,00","25.487,00","24.880,00","1,63K","1,80%"
"14.04.2023","24.958,00","25.088,00","25.121,00","24.840,00","0,73K","-0,16%"
"13.04.2023","24.998,00","24.994,00","25.242,00","24.592,00","1,46K","-0,06%"
"12.04.2023","25.012,00","25.249,00","25.290,00","24.788,00","1,78K","-1,10%"
"11.04.2023","25.289,00","25.480,00","26.176,00","25.041,00","4,11K","-0,64%"
"10.04.2023","25.453,00","25.429,00","25.739,00","25.264,00","2,90K","0,17%"
"07.04.2023","25.410,00","25.128,00","25.775,00","25.059,00","2,06K","1,03%"
"06.04.2023","25.151,00","25.325,00","25.868,00","25.105,00","2,73K","-0,75%"
"05.04.2023","25.341,00","25.093,00","25.613,00","24.704,00","2,67K","0,79%"
"04.04.2023","25.143,00","24.452,00","25.945,00","24.424,00","3,90K","3,07%"
"03.04.2023","24.393,00","23.786,00","24.683,00","23.786,00","3,58K","2,34%"
"31.03.2023","23.836,00","24.187,00","24.335,00","23.646,00","2,97K","-1,49%"
"30.03.2023","24.196,00","24.125,00","24.330,00","23.890,00","1,99K","0,27%"
"29.03.2023","24.131,00","24.052,00","24.248,00","23.889,00","1,51K","0,40%"
"28.03.2023","24.036,00","24.178,00","24.399,00","23.803,00","2,24K","-0,39%"
"27.03.2023","24.130,00","23.473,00","24.500,00","23.380,00","4,15K","2,93%"
"24.03.2023","23.444,00","23.545,00","23.597,00","23.435,00","0,66K","-0,30%"
"23.03.2023","23.515,00","23.455,00","23.655,00","23.340,00","1,18K","0,43%"
"22.03.2023","23.414,00","23.455,00","23.600,00","23.160,00","1,37K","-0,79%"
"21.03.2023","23.601,00","23.690,00","24.113,00","23.427,00","3,73K","-0,14%"
"20.03.2023","23.634,00","22.986,00","23.699,00","22.925,00","3,20K","2,84%"
"17.03.2023","22.982,00","22.625,00","23.076,00","22.519,00","2,59K","3,60%"
"16.03.2023","22.184,00","22.037,00","22.462,00","21.910,00","0,80K","0,19%"
"15.03.2023","22.142,00","22.327,00","22.400,00","21.978,00","1,06K","-1,09%"
"14.03.2023","22.387,00","22.233,00","22.447,00","22.057,00","0,72K","0,88%"
"13.03.2023","22.191,00","22.368,00","22.489,00","22.085,00","1,20K","-0,96%"
"10.03.2023","22.406,00","22.564,00","22.574,00","22.299,00","0,43K","-0,55%"
"09.03.2023","22.530,00","22.691,00","22.735,00","22.455,00","1,18K","-0,78%"
"07.03.2023","22.708,00","22.832,00","22.928,00","22.666,00","1,40K","-0,52%"
"06.03.2023","22.827,00","22.593,00","22.850,00","22.555,00","1,42K","1,14%"
"03.03.2023","22.570,00","22.451,00","22.800,00","22.376,00","1,18K","0,52%"
"02.03.2023","22.453,00","22.946,00","23.050,00","22.285,00","2,74K","-2,09%"
"01.03.2023","22.932,00","22.919,00","23.105,00","22.823,00","1,59K","0,05%"
"28.02.2023","22.920,00","22.636,00","23.016,00","22.532,00","2,34K","1,70%"
"27.02.2023","22.536,00","22.336,00","22.626,00","22.073,00","1,76K","0,99%"
"24.02.2023","22.315,00","22.475,00","22.480,00","22.222,00","1,80K","-0,83%"
"22.02.2023","22.501,00","22.342,00","22.776,00","22.208,00","1,81K","0,79%"
"21.02.2023","22.325,00","22.385,00","22.637,00","22.250,00","2,45K","-0,05%"
"20.02.2023","22.336,00","21.734,00","22.548,00","21.542,00","4,37K","2,59%"
"17.02.2023","21.773,00","21.551,00","22.030,00","21.439,00","2,59K","0,41%"
"16.02.2023","21.684,00","21.879,00","22.182,00","21.407,00","1,67K","-1,27%"
"15.02.2023","21.964,00","22.776,00","22.836,00","21.786,00","5,23K","-3,73%"
"14.02.2023","22.815,00","23.368,00","23.368,00","22.696,00","1,49K","-2,43%"
"13.02.2023","23.384,00","23.305,00","23.450,00","23.238,00","0,62K","0,08%"
"10.02.2023","23.365,00","23.320,00","23.471,00","23.101,00","0,57K","0,26%"
"09.02.2023","23.305,00","23.319,00","23.544,00","23.084,00","1,24K","-0,29%"
"08.02.2023","23.372,00","23.775,00","24.000,00","23.278,00","2,58K","-2,24%"
"07.02.2023","23.908,00","23.634,00","24.190,00","23.469,00","2,99K","1,41%"
"06.02.2023","23.576,00","23.425,00","23.754,00","23.327,00","1,87K","0,55%"
"03.02.2023","23.448,00","23.487,00","23.605,00","23.231,00","2,46K","-0,16%"
"02.02.2023","23.486,00","23.208,00","23.930,00","23.098,00","4,18K","1,54%"
"01.02.2023","23.130,00","23.310,00","23.428,00","22.990,00","2,15K","-0,84%"
"31.01.2023","23.325,00","23.457,00","23.662,00","23.242,00","2,30K","-0,47%"
"30.01.2023","23.435,00","23.285,00","24.000,00","23.130,00","6,23K","0,64%"
"27.01.2023","23.285,00","21.917,00","23.530,00","21.906,00","9,69K","6,27%"
"26.01.2023","21.911,00","21.938,00","22.092,00","21.860,00","1,12K","-0,38%"
"25.01.2023","21.994,00","21.969,00","22.111,00","21.850,00","1,41K","0,31%"
"24.01.2023","21.925,00","22.000,00","22.361,00","21.860,00","1,88K","-0,67%"
"23.01.2023","22.073,00","21.982,00","22.250,00","21.935,00","1,36K","0,46%"
"20.01.2023","21.972,00","22.066,00","22.097,00","21.816,00","1,34K","-0,20%"
"19.01.2023","22.016,00","22.306,00","22.410,00","21.900,00","1,84K","-1,65%"
"18.01.2023","22.385,00","22.647,00","22.647,00","22.225,00","3,05K","-1,60%"
"17.01.2023","22.750,00","22.669,00","23.002,00","22.307,00","2,18K","0,63%"
"16.01.2023","22.608,00","22.031,00","22.813,00","21.982,00","1,90K","2,67%"
"13.01.2023","22.020,00","21.909,00","22.052,00","21.909,00","0,56K","0,46%"
"12.01.2023","21.920,00","22.122,00","22.160,00","21.901,00","1,28K","-0,74%"
"11.01.2023","22.083,00","21.751,00","22.123,00","21.555,00","1,57K","1,42%"
"10.01.2023","21.773,00","21.799,00","21.987,00","21.473,00","2,03K","-0,76%"
"09.01.2023","21.940,00","22.014,00","22.122,00","21.823,00","1,20K","-0,10%"
"06.01.2023","21.961,00","22.034,00","22.225,00","21.928,00","1,21K","-0,54%"
"05.01.2023","22.081,00","22.140,00","22.177,00","22.020,00","0,58K","-0,22%"
"04.01.2023","22.130,00","22.200,00","22.477,00","22.040,00","1,46K","-0,37%"
"03.01.2023","22.212,00","22.102,00","22.252,00","21.986,00","1,15K","0,98%"
"30.12.2022","21.996,00","22.077,00","22.199,00","21.950,00","0,74K","-0,61%"
"29.12.2022","22.130,00","22.041,00","22.234,00","21.876,00","0,91K","0,34%"
"28.12.2022","22.054,00","22.472,00","22.614,00","21.990,00","0,98K","-2,01%"
"27.12.2022","22.507,00","22.450,00","22.559,00","22.403,00","0,40K","0,27%"
"26.12.2022","22.446,00","22.408,00","22.540,00","22.301,00","0,88K","0,19%"
"23.12.2022","22.404,00","22.888,00","22.888,00","22.361,00","1,18K","-1,90%"
"22.12.2022","22.838,00","22.805,00","23.200,00","22.598,00","2,19K","0,19%"
"21.12.2022","22.794,00","22.779,00","23.115,00","22.600,00","2,24K","0,31%"
"20.12.2022","22.724,00","22.365,00","22.977,00","21.950,00","2,28K","1,44%"
"19.12.2022","22.402,00","22.341,00","22.950,00","22.064,00","2,36K","0,09%"
"16.12.2022","22.382,00","22.500,00","22.510,00","22.187,00","0,84K","2,01%"
"15.12.2022","21.942,00","22.335,00","22.455,00","21.793,00","1,67K","-1,57%"
"14.12.2022","22.293,00","22.630,00","22.642,00","22.235,00","1,88K","-1,47%"
"13.12.2022","22.625,00","22.362,00","22.715,00","22.353,00","1,33K","1,22%"
"12.12.2022","22.353,00","22.475,00","22.678,00","22.100,00","2,64K","-0,32%"
"09.12.2022","22.425,00","22.783,00","22.835,00","22.390,00","1,10K","-1,55%"
"08.12.2022","22.779,00","22.674,00","23.009,00","22.473,00","2,30K","0,41%"
"07.12.2022","22.685,00","22.855,00","22.860,00","22.300,00","2,26K","-0,53%"
"06.12.2022","22.806,00","23.038,00","23.040,00","22.400,00","2,32K","-0,73%"
"05.12.2022","22.973,00","22.969,00","23.736,00","22.679,00","5,66K","0,06%"
"02.12.2022","22.960,00","21.874,00","23.393,00","21.651,00","5,50K","4,71%"
"01.12.2022","21.928,00","21.646,00","22.060,00","21.637,00","1,42K","1,47%"
"30.11.2022","21.611,00","21.798,00","21.963,00","21.560,00","1,32K","-0,84%"
"29.11.2022","21.793,00","21.877,00","22.065,00","21.600,00","1,94K","-0,27%"
"28.11.2022","21.853,00","21.811,00","21.885,00","21.530,00","1,79K","0,34%"
"25.11.2022","21.778,00","22.058,00","22.200,00","21.727,00","1,72K","-1,05%"
"24.11.2022","22.008,00","21.518,00","22.276,00","21.468,00","3,16K","2,12%"
"23.11.2022","21.552,00","21.507,00","21.682,00","21.344,00","1,66K","-0,35%"
"22.11.2022","21.628,00","21.339,00","21.718,00","21.111,00","2,03K","1,71%"
"21.11.2022","21.265,00","21.960,00","22.035,00","21.200,00","3,03K","-2,71%"
"18.11.2022","21.857,00","21.773,00","21.969,00","21.490,00","1,78K","0,43%"
"17.11.2022","21.763,00","21.892,00","21.980,00","21.666,00","1,54K","-0,56%"
"16.11.2022","21.885,00","21.789,00","22.001,00","20.701,00","3,96K","0,47%"
"15.11.2022","21.782,00","22.265,00","22.380,00","21.698,00","2,56K","-2,24%"
"14.11.2022","22.280,00","22.000,00","22.442,00","21.957,00","2,14K","1,22%"
"11.11.2022","22.012,00","21.881,00","22.350,00","21.710,00","2,72K","0,77%"
"10.11.2022","21.843,00","21.500,00","22.080,00","21.132,00","3,10K","1,17%"
"09.11.2022","21.591,00","22.300,00","22.323,00","21.504,00","2,02K","-2,91%"
"08.11.2022","22.239,00","22.364,00","22.620,00","21.888,00","3,58K","-0,45%"
"07.11.2022","22.340,00","21.738,00","22.500,00","21.680,00","4,13K","2,70%"
"03.11.2022","21.753,00","22.230,00","22.287,00","21.222,00","4,32K","-2,06%"
"02.11.2022","22.211,00","22.541,00","22.606,00","22.033,00","2,31K","-1,08%"
"01.11.2022","22.454,00","21.599,00","22.693,00","21.599,00","2,70K","3,74%"
"31.10.2022","21.645,00","21.809,00","22.066,00","21.555,00","3,64K","-1,04%"
"28.10.2022","21.873,00","21.124,00","21.981,00","20.969,00","4,45K","3,07%"
"27.10.2022","21.222,00","21.019,00","21.432,00","20.898,00","3,62K","0,68%"
"26.10.2022","21.078,00","20.743,00","21.083,00","20.571,00","3,82K","0,94%"
"25.10.2022","20.881,00","19.812,00","20.967,00","19.812,00","2,11K","5,13%"
"24.10.2022","19.863,00","19.747,00","20.170,00","19.702,00","1,78K","0,84%"
"21.10.2022","19.697,00","19.350,00","19.934,00","19.004,00","3,35K","1,84%"
"20.10.2022","19.342,00","19.078,00","19.555,00","19.078,00","1,79K","1,74%"
"19.10.2022","19.012,00","19.679,00","19.679,00","18.750,00","2,25K","-2,98%"
"18.10.2022","19.595,00","19.850,00","20.074,00","19.550,00","2,31K","-0,98%"
"17.10.2022","19.789,00","18.876,00","19.854,00","18.868,00","3,25K","4,62%"
"14.10.2022","18.916,00","18.975,00","19.088,00","18.718,00","2,42K","-0,23%"
"13.10.2022","18.960,00","18.806,00","19.251,00","18.626,00","2,44K","1,25%"
"12.10.2022","18.726,00","18.867,00","19.090,00","18.672,00","1,54K","-0,64%"
"11.10.2022","18.847,00","18.568,00","18.971,00","18.473,00","1,89K","1,26%"
"10.10.2022","18.612,00","18.029,00","18.755,00","17.183,00","4,82K","3,01%"
"07.10.2022","18.068,00","18.928,00","19.050,00","18.000,00","3,33K","-4,47%"
"06.10.2022","18.913,00","19.247,00","19.532,00","18.790,00","2,77K","-1,35%"
"05.10.2022","19.171,00","19.225,00","19.788,00","18.393,00","5,71K","-0,26%"
"04.10.2022","19.221,00","19.052,00","19.693,00","18.739,00","4,96K","0,89%"
"03.10.2022","19.051,00","18.063,00","19.158,00","18.063,00","3,05K","6,39%"
"30.09.2022","17.906,00","18.089,00","18.670,00","17.314,00","5,04K","-0,72%"
"29.09.2022","18.036,00","18.406,00","18.798,00","17.367,00","3,19K","-2,43%"
"28.09.2022","18.485,00","18.066,00","19.154,00","17.903,00","3,16K","1,37%"
"27.09.2022","18.236,00","18.250,00","18.586,00","17.500,00","4,66K","-0,86%"
"26.09.2022","18.394,00","21.246,00","21.439,00","17.021,00","10,99K","-13,15%"
"23.09.2022","21.178,00","22.131,00","22.390,00","20.937,00","2,47K","-4,99%"
"22.09.2022","22.290,00","22.068,00","22.870,00","21.857,00","2,74K","-0,17%"
"21.09.2022","22.329,00","23.680,00","24.050,00","20.687,00","4,71K","-5,90%"
"20.09.2022","23.729,00","26.063,00","26.063,00","22.973,00","3,04K","-8,77%"
"19.09.2022","26.010,00","26.100,00","26.288,00","25.942,00","0,34K","-0,47%"
"16.09.2022","26.133,00","26.834,00","26.984,00","26.060,00","0,93K","-1,71%"
"15.09.2022","26.587,00","25.950,00","26.820,00","25.909,00","1,33K","2,46%"
"14.09.2022","25.948,00","26.039,00","26.235,00","25.666,00","0,47K","-0,40%"
"13.09.2022","26.051,00","26.392,00","26.635,00","25.984,00","0,56K","-1,18%"
"12.09.2022","26.361,00","26.287,00","26.687,00","26.213,00","0,95K","-0,30%"
"09.09.2022","26.441,00","25.885,00","26.734,00","25.775,00","1,87K","2,81%"
"07.09.2022","25.718,00","26.265,00","26.391,00","25.500,00","1,29K","-2,93%"
"06.09.2022","26.493,00","27.264,00","27.364,00","26.071,00","1,30K","-2,22%"
"05.09.2022","27.095,00","27.445,00","27.869,00","26.544,00","1,62K","-1,05%"
"02.09.2022","27.383,00","25.507,00","27.806,00","25.442,00","6,72K","7,33%"
"01.09.2022","25.514,00","25.418,00","25.890,00","25.208,00","1,35K","0,96%"
"31.08.2022","25.272,00","25.241,00","25.690,00","24.996,00","1,40K","0,79%"
"30.08.2022","25.074,00","25.150,00","25.278,00","25.000,00","0,81K","0,48%"
"29.08.2022","24.953,00","25.036,00","25.424,00","24.796,00","0,76K","-0,18%"
"26.08.2022","24.997,00","24.739,00","25.130,00","24.739,00","0,77K","1,43%"
"25.08.2022","24.644,00","25.387,00","25.390,00","24.575,00","0,56K","-2,41%"
"24.08.2022","25.253,00","26.057,00","26.146,00","25.250,00","0,56K","-2,77%"
"23.08.2022","25.973,00","26.113,00","26.261,00","25.882,00","0,37K","-0,36%"
"22.08.2022","26.068,00","25.647,00","26.412,00","25.647,00","0,67K","1,28%"
"19.08.2022","25.739,00","25.990,00","26.195,00","25.643,00","0,15K","-1,91%"
"18.08.2022","26.240,00","26.083,00","26.278,00","25.952,00","0,24K","-0,11%"
"17.08.2022","26.270,00","26.660,00","26.878,00","26.165,00","0,57K","-0,63%"
"16.08.2022","26.437,00","26.599,00","26.631,00","26.422,00","0,69K","0,20%"
"15.08.2022","26.383,00","26.668,00","26.823,00","26.075,00","0,74K","-1,01%"
"12.08.2022","26.652,00","26.772,00","26.970,00","26.520,00","0,30K","-0,74%"
"11.08.2022","26.852,00","27.230,00","27.351,00","26.444,00","1,66K","-1,17%"
"10.08.2022","27.170,00","26.443,00","27.674,00","26.443,00","2,38K","2,91%"
"09.08.2022","26.401,00","25.964,00","26.508,00","25.748,00","0,60K","1,77%"
"08.08.2022","25.943,00","25.830,00","26.550,00","25.830,00","1,29K","0,75%"
"05.08.2022","25.750,00","26.616,00","26.617,00","25.642,00","1,00K","-3,46%"
