"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"21.11.2019","1.471,40","1.472,40","1.478,80","1.466,00","132,80K","-0,08%"
"20.11.2019","1.472,60","1.475,00","1.482,50","1.469,40","91,00K","-0,07%"
"19.11.2019","1.473,60","1.474,00","1.477,40","1.468,00","77,39K","0,06%"
"18.11.2019","1.472,70","1.473,20","1.475,60","1.459,60","101,03K","0,05%"
"15.11.2019","1.472,00","1.471,20","1.478,20","1.465,80","77,13K","0,17%"
"14.11.2019","1.469,50","1.469,40","1.474,40","1.464,80","83,08K","0,07%"
"13.11.2019","1.468,40","1.454,80","1.470,70","1.454,10","105,31K","1,23%"
"12.11.2019","1.450,50","1.454,80","1.461,70","1.449,70","110,44K","-0,42%"
"11.11.2019","1.456,60","1.470,70","1.472,30","1.454,60","93,50K","-0,90%"
"08.11.2019","1.469,80","1.477,00","1.477,20","1.460,20","189,11K","-0,58%"
"07.11.2019","1.478,40","1.492,90","1.498,80","1.477,00","98,13K","-0,94%"
"06.11.2019","1.492,40","1.491,60","1.494,70","1.484,30","76,76K","0,07%"
"05.11.2019","1.491,30","1.516,20","1.519,70","1.490,00","94,31K","-1,63%"
"01.11.2019","1.516,00","1.515,10","1.521,50","1.508,50","109,13K","0,05%"
"31.10.2019","1.515,30","1.500,40","1.519,70","1.486,00","166,08K","0,98%"
"30.10.2019","1.500,60","1.495,50","1.501,60","1.492,80","70,01K","0,41%"
"29.10.2019","1.494,50","1.497,30","1.500,70","1.489,00","85,26K","-0,17%"
"28.10.2019","1.497,00","1.510,40","1.513,70","1.495,30","99,93K","-1,08%"
"25.10.2019","1.513,40","1.505,80","1.523,60","1.505,60","108,68K","0,54%"
"24.10.2019","1.505,30","1.499,40","1.508,80","1.493,50","113,32K","0,45%"
"23.10.2019","1.498,50","1.490,10","1.502,00","1.488,20","79,13K","0,58%"
"22.10.2019","1.489,90","1.491,10","1.494,80","1.487,50","49,66K","-0,04%"
"21.10.2019","1.490,50","1.497,80","1.501,30","1.489,10","75,97K","-0,51%"
"18.10.2019","1.498,20","1.501,00","1.503,20","1.491,10","70,09K","-0,13%"
"17.10.2019","1.500,20","1.494,00","1.502,40","1.489,60","107,29K","0,47%"
"16.10.2019","1.493,20","1.489,40","1.498,00","1.483,30","94,78K","0,26%"
"15.10.2019","1.489,40","1.500,00","1.505,60","1.484,20","120,76K","-0,67%"
"14.10.2019","1.499,50","1.488,70","1.504,40","1.486,30","128,75K","0,81%"
"11.10.2019","1.487,50","1.502,20","1.510,20","1.481,30","184,42K","-0,98%"
"10.10.2019","1.502,20","1.515,50","1.520,00","1.499,10","155,09K","-0,80%"
"09.10.2019","1.514,30","1.510,10","1.519,20","1.505,70","173,58K","0,20%"
"08.10.2019","1.511,30","1.506,80","1.516,70","1.496,10","162,63K","0,29%"
"07.10.2019","1.507,00","1.511,60","1.517,90","1.503,50","100,09K","-0,36%"
"04.10.2019","1.512,50","1.516,90","1.523,40","1.503,50","140,85K","0,17%"
"02.10.2019","1.510,00","1.493,50","1.512,20","1.485,00","189,33K","1,13%"
"01.10.2019","1.493,20","1.479,30","1.494,00","1.469,10","214,88K","0,94%"
"30.09.2019","1.479,30","1.504,40","1.512,80","1.476,00","150,39K","-1,81%"
"27.09.2019","1.506,60","1.518,00","1.519,10","1.496,80","116,46K","-0,82%"
"26.09.2019","1.519,10","1.522,50","1.522,50","1.510,00","137,77K","-0,30%"
"25.09.2019","1.523,70","1.537,20","1.545,00","1.522,70","149,51K","-0,90%"
"24.09.2019","1.537,60","1.533,40","1.538,70","1.525,10","85,81K","0,32%"
"23.09.2019","1.532,70","1.512,80","1.535,90","1.511,20","127,98K","1,32%"
"20.09.2019","1.512,70","1.509,20","1.516,50","1.506,80","51,82K","0,95%"
"19.09.2019","1.498,40","1.508,90","1.511,90","1.483,30","64,18K","-0,79%"
"18.09.2019","1.510,30","1.506,30","1.511,10","1.499,40","73,79K","0,37%"
"17.09.2019","1.504,80","1.504,70","1.506,60","1.494,20","60,61K","0,07%"
"16.09.2019","1.503,80","1.499,40","1.506,80","1.486,00","112,17K","0,46%"
"13.09.2019","1.496,90","1.504,80","1.509,90","1.492,90","105,07K","-0,54%"
"12.09.2019","1.505,00","1.497,00","1.525,60","1.492,90","147,56K","0,54%"
"11.09.2019","1.496,90","1.496,30","1.499,00","1.486,50","121,89K","-0,11%"
"10.09.2019","1.498,50","1.503,10","1.508,60","1.490,20","153,19K","-0,36%"
"09.09.2019","1.503,90","1.522,80","1.525,20","1.499,00","137,06K","-1,22%"
"06.09.2019","1.522,40","1.518,40","1.529,30","1.504,30","170,32K","0,19%"
"05.09.2019","1.519,50","1.550,00","1.559,00","1.507,70","183,67K","-1,87%"
"04.09.2019","1.548,50","1.550,60","1.550,90","1.536,00","118,05K","-0,03%"
"03.09.2019","1.549,00","1.529,40","1.551,00","1.527,30","98,68K","1,49%"
"02.09.2019","1.526,30","1.530,40","1.530,40","1.518,50","63,71K","-0,26%"
"30.08.2019","1.530,30","1.538,70","1.539,10","1.521,50","138,22K","-0,52%"
"29.08.2019","1.538,30","1.539,10","1.552,90","1.535,30","114,26K","-0,02%"
"28.08.2019","1.538,60","1.543,50","1.549,20","1.536,30","123,37K","-0,29%"
"27.08.2019","1.543,00","1.533,20","1.544,10","1.528,70","83,35K","0,69%"
"26.08.2019","1.532,40","1.529,50","1.542,80","1.525,10","181,22K","0,24%"
"23.08.2019","1.528,80","1.503,90","1.531,90","1.497,60","151,63K","1,66%"
"22.08.2019","1.503,90","1.508,20","1.510,60","1.495,20","102,89K","-0,24%"
"21.08.2019","1.507,50","1.506,40","1.511,20","1.499,60","66,47K","0,05%"
"20.08.2019","1.506,70","1.505,50","1.511,70","1.497,10","74,62K","0,15%"
"19.08.2019","1.504,40","1.513,20","1.520,20","1.496,30","104,72K","-0,49%"
"16.08.2019","1.511,80","1.522,20","1.529,80","1.506,60","128,59K","-0,63%"
"15.08.2019","1.521,40","1.522,10","1.527,20","1.511,40","174,66K","0,06%"
"14.08.2019","1.520,50","1.505,50","1.523,80","1.499,10","174,43K","1,06%"
"13.08.2019","1.504,50","1.509,10","1.538,00","1.482,10","314,34K","-0,30%"
"12.08.2019","1.509,10","1.507,90","1.512,10","1.491,10","112,36K","0,12%"
"09.08.2019","1.507,30","1.502,30","1.513,60","1.498,80","95,66K","0,37%"
"08.08.2019","1.501,70","1.511,00","1.515,20","1.494,60","146,64K","-0,73%"
"07.08.2019","1.512,80","1.474,80","1.515,00","1.471,80","162,84K","2,35%"
"06.08.2019","1.478,00","1.468,20","1.478,90","1.463,30","103,11K","0,68%"
"05.08.2019","1.468,00","1.451,60","1.475,00","1.445,20","139,75K","1,21%"
"02.08.2019","1.450,50","1.423,50","1.453,50","1.419,30","213,21K","1,97%"
"01.08.2019","1.422,50","1.434,40","1.437,30","1.406,60","190,83K","-0,80%"
"31.07.2019","1.434,00","1.433,80","1.441,90","1.432,60","41,33K","-0,01%"
"30.07.2019","1.434,10","1.427,20","1.437,50","1.426,20","43,83K","0,55%"
"29.07.2019","1.426,30","1.424,50","1.428,90","1.421,10","30,11K","0,13%"
"26.07.2019","1.424,40","1.425,30","1.430,80","1.417,50","67,83K","-0,10%"
"25.07.2019","1.425,80","1.429,10","1.440,50","1.421,80","82,74K","-0,25%"
"24.07.2019","1.429,40","1.430,20","1.436,60","1.423,10","77,05K","0,06%"
"23.07.2019","1.428,50","1.433,50","1.437,60","1.423,80","73,80K","-0,35%"
"22.07.2019","1.433,50","1.434,00","1.436,90","1.427,40","68,07K","-0,15%"
"19.07.2019","1.435,60","1.436,10","1.455,80","1.433,30","168,48K","0,03%"
"18.07.2019","1.435,20","1.432,10","1.435,60","1.422,60","81,60K","0,34%"
"17.07.2019","1.430,30","1.416,90","1.431,30","1.407,90","107,24K","0,92%"
"16.07.2019","1.417,30","1.420,20","1.424,80","1.415,10","54,48K","-0,19%"
"15.07.2019","1.420,00","1.419,00","1.425,20","1.414,10","40,97K","0,20%"
"12.07.2019","1.417,10","1.420,90","1.421,00","1.408,80","57,88K","-0,20%"
"11.07.2019","1.419,90","1.418,60","1.432,50","1.416,70","87,29K","0,06%"
"10.07.2019","1.419,10","1.405,90","1.419,90","1.398,10","79,21K","0,98%"
"09.07.2019","1.405,30","1.403,80","1.407,80","1.393,60","61,56K","0,04%"
"08.07.2019","1.404,70","1.403,80","1.406,50","1.401,10","52,14K","-0,10%"
"05.07.2019","1.406,10","1.424,20","1.425,20","1.395,20","87,95K","-1,28%"
"04.07.2019","1.424,40","1.426,70","1.428,90","1.418,80","35,79K","0,00%"
"03.07.2019","1.424,40","1.412,20","1.435,70","1.411,10","104,43K","0,94%"
"02.07.2019","1.411,10","1.398,20","1.412,70","1.392,10","60,52K","0,90%"
"01.07.2019","1.398,50","1.420,80","1.422,40","1.391,20","63,65K","-1,51%"
"28.06.2019","1.419,90","1.414,50","1.425,40","1.405,50","74,27K","0,40%"
"27.06.2019","1.414,20","1.422,80","1.424,50","1.407,20","83,71K","-0,48%"
"26.06.2019","1.421,00","1.438,10","1.441,40","1.411,40","139,72K","-1,11%"
"25.06.2019","1.436,90","1.424,40","1.445,80","1.422,50","89,24K","0,82%"
"24.06.2019","1.425,20","1.407,50","1.426,70","1.402,90","68,70K","1,40%"
"21.06.2019","1.405,50","1.396,00","1.410,50","1.391,10","102,83K","1,72%"
"20.06.2019","1.381,70","1.344,50","1.385,00","1.343,70","44,28K","2,81%"
"19.06.2019","1.344,00","1.346,40","1.348,60","1.340,50","60,13K","-0,22%"
"18.06.2019","1.346,90","1.340,90","1.354,60","1.337,90","63,60K","0,48%"
"17.06.2019","1.340,50","1.349,90","1.350,50","1.333,40","55,44K","-0,76%"
"14.06.2019","1.350,80","1.339,70","1.358,30","1.339,10","57,94K","0,80%"
"13.06.2019","1.340,10","1.326,70","1.341,10","1.326,50","24,58K","1,06%"
"11.06.2019","1.326,10","1.331,90","1.335,00","1.320,20","34,62K","-0,26%"
"10.06.2019","1.329,50","1.343,00","1.344,90","1.325,30","43,20K","-1,04%"
"07.06.2019","1.343,50","1.338,90","1.349,30","1.332,00","66,84K","0,42%"
"06.06.2019","1.337,90","1.330,00","1.339,60","1.328,50","35,21K","0,63%"
"05.06.2019","1.329,50","1.323,70","1.345,40","1.323,70","79,86K","0,52%"
"04.06.2019","1.322,60","1.319,40","1.330,40","1.318,20","49,43K","1,50%"
"31.05.2019","1.303,00","1.289,70","1.306,90","1.267,70","93,17K","1,01%"
"30.05.2019","1.290,00","1.285,60","1.292,10","1.276,10","37,75K","0,37%"
"29.05.2019","1.285,30","1.281,50","1.288,30","1.280,10","25,57K","0,27%"
"28.05.2019","1.281,80","1.287,30","1.288,00","1.278,50","31,67K","-0,42%"
"27.05.2019","1.287,20","1.286,60","1.289,80","1.286,20","14,60K","0,03%"
"24.05.2019","1.286,80","1.288,80","1.289,20","1.283,20","22,43K","-0,10%"
"23.05.2019","1.288,10","1.278,90","1.289,90","1.275,60","34,42K","0,70%"
"22.05.2019","1.279,10","1.276,40","1.280,60","1.275,10","20,37K","0,16%"
"21.05.2019","1.277,10","1.279,90","1.281,60","1.272,60","22,86K","-0,32%"
"20.05.2019","1.281,20","1.280,30","1.282,20","1.276,70","23,19K","0,09%"
"17.05.2019","1.280,00","1.289,20","1.292,10","1.278,70","34,33K","-0,68%"
"16.05.2019","1.288,80","1.299,70","1.302,50","1.287,50","31,68K","-0,83%"
"15.05.2019","1.299,60","1.297,70","1.304,90","1.296,60","41,86K","0,19%"
"14.05.2019","1.297,20","1.300,80","1.304,40","1.296,90","32,06K","-0,30%"
"13.05.2019","1.301,10","1.292,10","1.303,00","1.285,10","43,09K","0,70%"
"10.05.2019","1.292,00","1.285,90","1.292,70","1.283,20","44,50K","0,39%"
"08.05.2019","1.287,00","1.287,60","1.294,00","1.285,90","81,76K","-0,04%"
"07.05.2019","1.287,50","1.284,60","1.288,80","1.282,50","39,89K","0,28%"
"06.05.2019","1.283,90","1.283,00","1.288,40","1.280,90","30,92K","0,03%"
"03.05.2019","1.283,50","1.275,30","1.286,20","1.272,60","54,09K","0,72%"
"02.05.2019","1.274,30","1.288,20","1.289,00","1.270,80","34,07K","-1,15%"
"30.04.2019","1.289,10","1.283,40","1.290,80","1.282,80","31,47K","0,41%"
"29.04.2019","1.283,90","1.292,80","1.294,10","1.282,80","30,61K","-0,64%"
"26.04.2019","1.292,20","1.283,80","1.292,70","1.278,40","41,00K","0,76%"
"24.04.2019","1.282,40","1.275,00","1.282,90","1.274,20","40,82K","0,62%"
"23.04.2019","1.274,50","1.279,70","1.280,90","1.271,20","43,02K","-0,45%"
"22.04.2019","1.280,20","1.281,40","1.285,10","1.279,50","26,41K","-0,09%"
"19.04.2019","1.281,40","1.279,00","1.281,60","1.277,90","8,92K","0,17%"
"18.04.2019","1.279,20","1.278,90","1.282,70","1.276,20","39,82K","-0,05%"
"17.04.2019","1.279,90","1.281,30","1.285,50","1.278,30","43,10K","-0,10%"
"16.04.2019","1.281,20","1.294,90","1.296,50","1.279,20","64,12K","-1,06%"
"15.04.2019","1.294,90","1.297,80","1.298,90","1.288,50","38,35K","-0,25%"
"12.04.2019","1.298,20","1.300,60","1.302,40","1.296,30","33,39K","-0,18%"
"11.04.2019","1.300,50","1.315,00","1.318,00","1.299,50","48,87K","-1,13%"
"10.04.2019","1.315,30","1.313,10","1.316,50","1.307,50","35,29K","0,21%"
"09.04.2019","1.312,60","1.306,00","1.313,90","1.305,10","27,71K","0,53%"
"08.04.2019","1.305,70","1.300,20","1.311,50","1.298,70","38,60K","0,52%"
"05.04.2019","1.299,00","1.295,40","1.301,80","1.292,20","56,06K","0,28%"
"04.04.2019","1.295,40","1.298,00","1.301,00","1.288,90","50,54K","-0,18%"
"03.04.2019","1.297,80","1.297,40","1.302,60","1.296,70","39,55K","-0,01%"
"02.04.2019","1.297,90","1.299,60","1.299,90","1.294,00","41,56K","-0,24%"
"01.04.2019","1.301,00","1.303,70","1.305,70","1.296,90","59,76K","-0,17%"
"29.03.2019","1.303,20","1.301,40","1.308,20","1.293,50","61,40K","0,19%"
"28.03.2019","1.300,70","1.320,10","1.321,10","1.300,00","61,74K","-1,57%"
"27.03.2019","1.321,50","1.322,60","1.327,20","1.316,70","46,53K","-0,08%"
"26.03.2019","1.322,50","1.329,40","1.332,40","1.320,70","38,51K","-0,59%"
"25.03.2019","1.330,40","1.323,30","1.331,20","1.321,20","46,76K","0,64%"
"22.03.2019","1.322,00","1.321,90","1.325,00","1.314,50","37,68K","0,36%"
"21.03.2019","1.317,30","1.300,30","1.320,40","1.300,00","36,67K","1,06%"
"20.03.2019","1.303,50","1.307,60","1.309,70","1.300,80","43,61K","-0,40%"
"19.03.2019","1.308,70","1.304,60","1.310,90","1.301,70","36,72K","0,30%"
"18.03.2019","1.304,80","1.302,30","1.307,40","1.301,70","24,74K","0,07%"
"15.03.2019","1.303,90","1.295,00","1.306,60","1.293,70","41,13K","0,59%"
"14.03.2019","1.296,30","1.308,70","1.312,40","1.293,20","85,49K","-0,95%"
"13.03.2019","1.308,70","1.297,90","1.310,60","1.297,90","56,23K","0,77%"
"12.03.2019","1.298,70","1.294,20","1.300,90","1.291,50","38,39K","0,36%"
"11.03.2019","1.294,10","1.287,70","1.298,90","1.285,30","38,61K","0,42%"
"07.03.2019","1.288,70","1.287,50","1.290,10","1.282,00","35,88K","0,04%"
"06.03.2019","1.288,20","1.285,60","1.292,60","1.283,70","43,04K","0,26%"
"05.03.2019","1.284,90","1.287,60","1.291,80","1.282,80","40,94K","-0,16%"
"04.03.2019","1.287,00","1.308,10","1.308,20","1.284,70","120,06K","-1,70%"
"01.03.2019","1.309,20","1.317,40","1.318,90","1.306,50","56,32K","-0,58%"
"28.02.2019","1.316,80","1.326,00","1.329,20","1.315,50","67,48K","-0,72%"
"27.02.2019","1.326,30","1.329,00","1.331,80","1.324,10","26,48K","-0,18%"
"26.02.2019","1.328,70","1.331,90","1.331,90","1.325,60","25,27K","-0,27%"
"25.02.2019","1.332,30","1.331,90","1.335,80","1.327,40","30,82K","-0,05%"
"22.02.2019","1.332,90","1.334,60","1.334,80","1.323,80","44,56K","-0,17%"
"21.02.2019","1.335,20","1.349,00","1.349,70","1.332,90","58,21K","-0,93%"
"20.02.2019","1.347,70","1.341,80","1.349,50","1.339,90","40,67K","0,52%"
"19.02.2019","1.340,70","1.330,10","1.341,70","1.326,50","36,90K","0,79%"
"18.02.2019","1.330,20","1.330,10","1.330,60","1.329,20","0,97K","0,82%"
"15.02.2019","1.319,40","1.314,40","1.324,40","1.314,20","33,93K","-0,20%"
"13.02.2019","1.322,00","1.314,70","1.323,10","1.312,20","42,30K","0,64%"
"12.02.2019","1.313,60","1.313,30","1.319,10","1.311,20","24,62K","0,07%"
"11.02.2019","1.312,70","1.318,30","1.320,20","1.307,90","26,12K","-0,42%"
"08.02.2019","1.318,30","1.313,10","1.320,50","1.312,50","27,30K","0,05%"
"06.02.2019","1.317,60","1.319,90","1.321,10","1.316,60","16,64K","-0,18%"
"05.02.2019","1.320,00","1.318,90","1.322,10","1.315,60","23,79K","0,03%"
"04.02.2019","1.319,60","1.324,10","1.325,40","1.313,80","24,55K","-0,32%"
"01.02.2019","1.323,80","1.329,50","1.329,50","1.321,90","35,98K","-0,42%"
"31.01.2019","1.329,40","1.318,20","1.332,30","1.315,30","46,50K","0,90%"
"30.01.2019","1.317,50","1.317,10","1.322,20","1.315,20","25,79K","0,04%"
"29.01.2019","1.317,00","1.309,00","1.318,00","1.308,60","38,75K","0,58%"
"28.01.2019","1.309,40","1.304,20","1.310,50","1.302,60","41,11K","0,45%"
"25.01.2019","1.303,50","1.288,60","1.305,70","1.285,60","45,25K","1,14%"
"24.01.2019","1.288,80","1.288,40","1.292,30","1.283,20","29,06K","0,12%"
"23.01.2019","1.287,20","1.287,30","1.293,40","1.285,10","30,65K","0,05%"
"22.01.2019","1.286,60","1.287,20","1.291,80","1.284,60","27,08K","0,01%"
"21.01.2019","1.286,50","1.290,00","1.296,30","1.282,80","32,19K","-0,26%"
"18.01.2019","1.289,80","1.297,40","1.300,40","1.287,40","42,22K","-0,53%"
"17.01.2019","1.296,70","1.300,70","1.302,60","1.295,50","23,71K","-0,33%"
"16.01.2019","1.301,00","1.298,80","1.301,30","1.294,10","20,25K","0,14%"
"15.01.2019","1.299,20","1.298,00","1.301,60","1.293,90","25,78K","0,11%"
"14.01.2019","1.297,80","1.297,80","1.303,30","1.294,80","31,52K","-0,02%"
"11.01.2019","1.298,00","1.298,50","1.303,40","1.295,00","22,42K","-0,08%"
"10.01.2019","1.299,00","1.298,10","1.305,40","1.296,20","35,51K","-0,05%"
"09.01.2019","1.299,70","1.292,30","1.300,10","1.288,20","23,56K","0,60%"
"08.01.2019","1.292,00","1.292,90","1.295,50","1.287,70","22,50K","-0,03%"
"04.01.2019","1.292,40","1.300,60","1.306,20","1.284,40","49,34K","-0,65%"
"03.01.2019","1.300,80","1.292,10","1.308,20","1.292,00","25,41K","0,81%"
"28.12.2018","1.290,30","1.285,50","1.293,80","1.283,60","33,22K","0,52%"
"27.12.2018","1.283,60","1.289,60","1.290,40","1.275,30","48,42K","-0,41%"
"26.12.2018","1.288,90","1.279,70","1.289,30","1.279,70","24,00K","0,68%"
"25.12.2018","1.280,20","1.276,70","1.282,10","1.276,10","14,63K","0,27%"
"24.12.2018","1.276,70","1.270,10","1.278,00","1.264,90","36,60K","0,65%"
"21.12.2018","1.268,50","1.268,90","1.278,40","1.266,70","55,98K","1,08%"
"20.12.2018","1.255,00","1.254,30","1.256,30","1.241,30","50,37K","-0,04%"
"19.12.2018","1.255,50","1.247,00","1.257,70","1.246,20","64,20K","0,63%"
"18.12.2018","1.247,60","1.242,80","1.250,70","1.242,40","60,51K","0,38%"
"17.12.2018","1.242,90","1.236,90","1.243,00","1.236,60","26,32K","0,61%"
"14.12.2018","1.235,40","1.243,00","1.244,20","1.232,70","33,88K","-0,49%"
"13.12.2018","1.241,50","1.247,20","1.248,60","1.240,50","34,69K","-0,50%"
"12.12.2018","1.247,70","1.245,30","1.248,00","1.242,30","28,23K","0,16%"
"11.12.2018","1.245,70","1.247,30","1.251,10","1.242,40","48,60K","-0,22%"
"10.12.2018","1.248,40","1.247,00","1.251,60","1.244,70","47,05K","0,14%"
"07.12.2018","1.246,70","1.243,40","1.249,80","1.238,40","46,39K","0,20%"
"06.12.2018","1.244,20","1.238,20","1.246,00","1.236,20","36,93K","0,55%"
"05.12.2018","1.237,40","1.240,00","1.243,00","1.234,50","33,60K","-0,25%"
"04.12.2018","1.240,50","1.235,00","1.243,70","1.231,80","58,78K","0,46%"
"03.12.2018","1.234,80","1.219,60","1.236,50","1.219,30","46,69K","1,24%"
"30.11.2018","1.219,70","1.229,40","1.231,00","1.217,40","32,84K","-0,70%"
"29.11.2018","1.228,30","1.215,00","1.230,00","1.214,70","52,43K","1,06%"
"28.11.2018","1.215,40","1.217,00","1.217,30","1.212,90","29,60K","-0,31%"
"27.11.2018","1.219,20","1.225,10","1.227,80","1.217,50","44,72K","-0,54%"
"26.11.2018","1.225,80","1.225,40","1.230,70","1.224,20","16,22K","-0,02%"
"23.11.2018","1.226,10","1.229,80","1.230,20","1.222,80","29,98K","-0,28%"
"22.11.2018","1.229,60","1.230,20","1.231,90","1.227,40","21,44K","-0,16%"
"21.11.2018","1.231,60","1.225,30","1.233,10","1.222,30","31,99K","0,62%"
"20.11.2018","1.224,00","1.226,00","1.231,60","1.222,90","57,63K","-0,22%"
"19.11.2018","1.226,70","1.224,10","1.227,30","1.221,40","33,69K","0,22%"
"16.11.2018","1.224,00","1.216,10","1.228,50","1.214,40","62,17K","0,49%"
"15.11.2018","1.218,00","1.205,50","1.219,50","1.204,40","93,27K","1,12%"
"14.11.2018","1.204,50","1.206,00","1.207,70","1.201,00","34,00K","-0,02%"
"13.11.2018","1.204,80","1.207,20","1.207,90","1.199,40","63,93K","-0,18%"
"12.11.2018","1.207,00","1.214,20","1.216,60","1.206,00","64,65K","-0,56%"
"09.11.2018","1.213,80","1.228,70","1.231,80","1.212,50","64,56K","-1,13%"
"08.11.2018","1.227,70","1.232,90","1.233,80","1.223,90","41,08K","-0,53%"
"07.11.2018","1.234,20","1.233,90","1.241,00","1.228,10","60,22K","-0,02%"
"06.11.2018","1.234,50","1.236,10","1.240,90","1.233,50","34,58K","-0,32%"
"02.11.2018","1.238,50","1.235,90","1.241,90","1.233,80","46,97K","0,28%"
"01.11.2018","1.235,00","1.220,50","1.238,10","1.217,40","61,23K","1,16%"
"31.10.2018","1.220,80","1.229,10","1.229,70","1.216,60","54,20K","-0,68%"
"30.10.2018","1.229,20","1.234,80","1.235,80","1.224,50","62,13K","-0,51%"
"29.10.2018","1.235,50","1.246,20","1.246,20","1.231,00","86,90K","-0,82%"
"26.10.2018","1.245,70","1.235,30","1.250,10","1.232,80","107,01K","0,83%"
"25.10.2018","1.235,40","1.234,10","1.242,00","1.232,70","44,08K","0,06%"
"24.10.2018","1.234,70","1.239,90","1.239,90","1.230,20","54,20K","-0,40%"
"23.10.2018","1.239,70","1.226,60","1.245,60","1.226,40","76,58K","1,12%"
"22.10.2018","1.226,00","1.232,00","1.233,80","1.225,50","40,47K","-0,58%"
"19.10.2018","1.233,20","1.235,10","1.236,70","1.228,90","51,45K","-0,13%"
"18.10.2018","1.234,80","1.233,20","1.235,10","1.225,10","67,02K","0,09%"
"17.10.2018","1.233,70","1.234,70","1.236,40","1.227,90","70,85K","-0,10%"
"16.10.2018","1.234,90","1.234,50","1.239,60","1.231,80","71,71K","0,07%"
"15.10.2018","1.234,00","1.225,50","1.240,70","1.223,40","99,03K","0,70%"
"12.10.2018","1.225,40","1.226,20","1.233,20","1.222,20","128,06K","0,09%"
"11.10.2018","1.224,30","1.195,30","1.227,50","1.194,50","173,14K","2,44%"
"10.10.2018","1.195,10","1.195,50","1.197,30","1.191,70","46,40K","-0,08%"
"09.10.2018","1.196,00","1.192,60","1.197,30","1.189,80","47,73K","0,37%"
"08.10.2018","1.191,60","1.208,60","1.211,30","1.189,50","71,68K","-1,41%"
"05.10.2018","1.208,70","1.208,20","1.213,00","1.203,80","56,15K","-0,02%"
"04.10.2018","1.209,00","1.206,80","1.214,10","1.204,00","69,12K","0,27%"
"03.10.2018","1.205,80","1.213,20","1.214,10","1.205,40","63,36K","-0,50%"
"02.10.2018","1.211,90","1.195,50","1.215,00","1.194,80","85,30K","1,38%"
"01.10.2018","1.195,40","1.199,10","1.200,30","1.191,20","39,31K","-0,27%"
"28.09.2018","1.198,60","1.190,10","1.199,60","1.186,70","47,02K","0,81%"
"27.09.2018","1.189,00","1.202,00","1.207,40","1.188,10","84,58K","-1,04%"
"26.09.2018","1.201,50","1.208,50","1.208,90","1.200,70","32,13K","-0,64%"
"25.09.2018","1.209,20","1.209,00","1.210,30","1.205,20","20,31K","0,03%"
"24.09.2018","1.208,80","1.203,40","1.211,60","1.203,20","44,61K","0,38%"
"21.09.2018","1.204,20","1.210,50","1.218,40","1.199,00","74,53K","0,10%"
"20.09.2018","1.203,00","1.203,70","1.205,00","1.199,10","24,24K","-0,05%"
"19.09.2018","1.203,60","1.199,50","1.206,30","1.196,90","85,66K","0,35%"
"18.09.2018","1.199,40","1.203,40","1.204,10","1.196,60","51,10K","-0,36%"
"17.09.2018","1.203,70","1.197,80","1.205,40","1.192,60","53,04K","0,56%"
"14.09.2018","1.197,00","1.204,00","1.209,60","1.196,40","48,91K","-0,59%"
"13.09.2018","1.204,10","1.203,60","1.213,80","1.202,60","73,64K","0,02%"
"12.09.2018","1.203,80","1.195,70","1.205,50","1.193,60","40,90K","0,78%"
"11.09.2018","1.194,50","1.197,90","1.198,60","1.188,50","47,00K","-0,30%"
"10.09.2018","1.198,10","1.198,10","1.199,40","1.192,00","36,43K","-0,06%"
"07.09.2018","1.198,80","1.200,40","1.203,90","1.194,50","51,79K","-0,12%"
"06.09.2018","1.200,30","1.198,10","1.208,40","1.196,50","56,90K","0,16%"
"05.09.2018","1.198,40","1.193,50","1.199,90","1.192,50","40,00K","0,45%"
"04.09.2018","1.193,00","1.202,80","1.205,90","1.191,40","52,84K","-0,82%"
"03.09.2018","1.202,90","1.201,70","1.205,40","1.199,90","30,13K","-0,01%"
"31.08.2018","1.203,00","1.200,70","1.211,00","1.199,30","44,37K","0,11%"
"30.08.2018","1.201,70","1.206,00","1.209,80","1.197,70","55,43K","-0,36%"
"29.08.2018","1.206,00","1.210,60","1.211,20","1.202,00","50,21K","-0,54%"
"27.08.2018","1.212,50","1.210,30","1.214,80","1.204,80","58,44K","0,25%"
"24.08.2018","1.209,50","1.191,50","1.210,60","1.186,00","96,45K","0,94%"
"22.08.2018","1.198,20","1.192,70","1.204,40","1.192,10","69,57K","0,49%"
"21.08.2018","1.192,30","1.189,50","1.198,90","1.189,50","61,98K","0,24%"
"20.08.2018","1.189,50","1.181,10","1.192,80","1.179,60","55,13K","0,57%"
"17.08.2018","1.182,70","1.182,50","1.183,60","1.176,70","52,51K","0,01%"
"16.08.2018","1.182,60","1.179,00","1.185,00","1.176,40","70,13K","0,15%"
"15.08.2018","1.180,80","1.200,40","1.200,40","1.179,80","87,61K","-1,61%"
"14.08.2018","1.200,10","1.199,00","1.201,90","1.195,20","50,11K","0,09%"
"13.08.2018","1.199,00","1.215,10","1.219,80","1.197,00","103,57K","-1,46%"
"10.08.2018","1.216,80","1.216,90","1.221,10","1.210,60","50,87K","-0,08%"
"09.08.2018","1.217,80","1.216,90","1.217,20","1.215,80","1,16K","0,31%"
"08.08.2018","1.214,00","1.217,00","1.220,30","1.210,00","66,48K","-0,30%"
"07.08.2018","1.217,60","1.214,90","1.220,40","1.211,00","35,69K","0,14%"
